25,10,9,200,14,10,16,8,70,49,9,593,38,22,57,3,68,0,13,1,38,2
26,15,14,453,23,16,26,13,146,101,8,821,75,27,94,6,89,0,14,0,43,4
27,23,22,733,44,17,40,21,233,155,10,1266,67,26,88,3,85,2,28,1,77,8
28,18,17,519,35,13,32,16,170,97,11,1889,101,36,129,6,170,1,48,0,85,4
29,9,8,140,14,6,13,7,64,42,8,968,33,24,53,4,162,0,2,0,26,6
30,33,32,752,73,15,57,31,315,168,13,3836,69,41,105,5,399,3,72,4,174,12
31,30,29,758,60,22,54,28,292,178,11,1891,63,40,97,6,104,8,84,1,206,8
32,13,12,160,26,6,21,11,98,52,11,1443,55,76,123,8,142,1,43,0,95,3
33,27,26,769,62,11,48,25,262,150,10,1492,51,48,92,7,46,1,61,0,123,7
34,13,12,285,26,7,22,11,110,71,7,295,37,4,37,3,20,1,20,2,35,1
35,25,24,606,62,6,45,23,227,138,11,1934,78,48,121,5,110,6,38,1,130,5
36,74,73,1947,175,37,140,72,743,384,13,6647,190,72,255,7,400,8,77,2,291,10
37,8,7,112,16,3,13,6,52,31,5,436,41,13,49,5,71,0,13,0,26,3
38,28,27,808,61,14,49,26,260,148,13,3338,92,47,133,5,221,6,45,0,195,6
39,20,19,435,42,10,34,18,184,97,11,1591,78,37,109,5,109,3,54,1,112,0
40,62,61,2443,152,28,120,60,756,461,14,2740,106,35,136,5,182,3,62,2,207,12
41,31,30,1333,66,19,56,29,351,229,12,2958,136,27,156,7,162,4,64,0,156,11
42,5,4,71,6,4,7,3,21,18,5,111,29,2,27,4,2,0,5,0,17,1
43,40,39,1507,84,28,74,38,399,231,12,3249,112,56,162,6,154,8,94,0,232,10
44,21,20,858,40,18,39,19,220,150,8,1419,64,12,70,6,87,3,40,1,99,4
45,31,30,641,64,20,55,29,254,133,8,471,20,11,28,3,37,2,15,2,71,7
46,10,9,125,20,5,17,8,74,40,7,447,37,27,61,3,51,2,7,0,27,3
47,14,13,140,23,7,18,12,85,45,8,363,21,14,31,4,54,1,18,0,36,5
48,41,40,932,92,25,77,39,388,199,10,1271,53,19,67,5,77,3,48,1,105,8
49,2,1,9,2,0,2,0,3,4,2,6,5,0,5,0,0,0,0,0,0,0
50,56,55,1490,115,45,106,54,524,271,11,762,56,21,71,6,63,6,17,0,80,2
51,27,26,1395,52,23,49,25,265,163,11,1429,91,20,103,7,110,3,66,1,146,8
52,17,16,389,32,11,28,15,150,94,10,1271,50,23,69,4,109,2,25,0,99,4
53,11,10,295,18,9,18,9,75,52,9,986,68,15,77,6,53,2,29,1,72,4
54,33,32,1768,70,23,62,31,389,265,9,1374,78,27,97,7,131,0,15,0,89,10
55,27,26,925,61,15,51,25,269,172,8,1016,57,32,83,6,76,2,32,1,80,6
56,2,1,9,2,0,2,0,3,4,2,6,5,0,5,0,0,0,0,0,0,0
57,18,17,427,39,8,31,16,185,121,10,821,50,22,68,3,64,3,38,0,62,4
58,18,17,463,43,6,33,16,177,108,8,898,35,20,51,4,45,0,30,1,51,5
59,72,71,2404,170,38,138,70,764,420,14,5549,151,80,224,6,273,6,92,2,285,10
60,45,44,1969,103,26,86,43,484,302,9,1145,56,21,72,5,82,3,22,0,79,9
61,35,34,1017,77,21,65,33,341,187,11,2998,89,80,161,6,270,5,133,3,225,7
62,32,31,705,73,14,57,30,273,143,16,6102,171,183,346,8,551,5,86,1,288,4
63,17,16,447,32,13,30,15,159,97,12,1179,84,22,99,6,112,3,30,1,94,6
64,27,26,580,62,12,49,25,240,129,10,1705,68,39,101,5,113,2,34,3,126,5
65,30,29,844,64,19,55,28,269,146,16,1982,101,52,147,6,129,6,55,0,238,7
66,4,3,36,7,0,5,2,18,13,4,57,13,0,12,1,6,0,1,0,3,1
67,39,38,1090,87,20,70,37,388,228,11,1924,103,37,133,6,93,4,69,1,139,8
68,55,54,1385,138,20,105,53,545,289,11,2374,49,33,79,3,190,6,36,1,173,13
69,19,18,433,42,9,34,17,194,130,9,1067,50,39,83,5,119,3,24,0,62,2
70,109,108,7616,281,40,214,107,1383,867,9,933,33,3,33,3,95,1,29,0,81,15
71,38,37,1302,93,12,69,36,413,264,12,4217,152,81,224,8,275,4,102,2,260,9
72,25,24,503,55,12,44,23,200,106,15,2790,101,49,139,9,222,6,60,1,179,4
73,17,16,276,33,8,26,15,122,70,8,372,43,14,54,3,21,2,9,0,36,2
74,37,36,1086,88,18,70,35,341,184,12,2471,134,40,166,8,140,5,54,0,201,6
75,32,31,981,86,4,60,30,364,210,10,1465,26,32,55,2,122,5,55,1,107,9
76,38,37,1846,82,26,72,36,455,282,11,1804,93,33,121,5,131,2,32,1,128,10
77,21,20,559,42,14,37,19,177,100,10,1758,131,42,165,8,76,2,27,1,148,3
78,13,12,231,26,7,22,11,97,53,8,678,55,16,66,5,40,1,17,0,43,4
79,37,36,828,83,22,70,35,357,189,14,1509,38,25,60,3,117,6,49,2,105,5
80,33,32,1210,80,12,61,31,327,187,11,1708,68,16,79,5,105,6,34,0,98,9
81,46,45,1182,121,10,87,44,491,262,11,4777,90,97,179,7,269,8,70,3,242,6
82,49,48,1134,124,14,91,47,474,243,10,1802,42,15,53,4,183,2,38,1,111,16
83,11,10,241,19,6,16,9,75,46,6,299,33,4,34,3,30,1,10,0,17,2
84,24,23,577,56,11,45,22,230,126,8,528,43,16,55,3,38,4,29,0,65,5
85,30,29,700,66,15,53,28,291,161,13,3242,52,51,100,3,284,6,43,0,106,7
86,38,37,898,101,7,72,36,365,198,12,6037,73,94,160,7,298,7,88,0,155,6
87,24,23,844,54,12,44,22,237,142,8,1096,68,25,86,6,83,3,22,1,147,7
88,33,32,759,85,8,62,31,344,189,10,1275,36,26,58,2,152,6,65,1,139,13
89,11,10,196,18,10,19,9,78,47,10,939,59,22,75,5,103,2,22,1,83,5
90,44,43,1616,101,23,82,42,458,268,12,2164,80,32,104,7,153,2,44,1,186,6
91,27,26,399,72,1,48,25,232,120,11,2680,28,59,84,3,235,6,16,1,169,7
92,14,13,253,31,3,22,12,106,60,10,1543,72,38,105,4,157,3,38,1,79,3
93,11,10,225,16,10,17,9,81,53,9,903,60,13,68,4,86,4,27,0,69,2
94,43,42,1580,110,10,79,41,432,248,12,1926,57,42,92,6,111,2,67,1,128,14
95,29,28,834,67,14,53,27,260,138,11,1200,53,19,67,4,88,5,19,0,68,4
96,24,23,500,57,10,45,22,222,117,11,1836,83,59,135,6,146,2,39,1,121,4
97,15,14,328,26,11,24,13,125,78,10,954,46,27,67,6,110,1,36,1,77,3
98,41,40,1414,95,20,76,39,458,288,12,1623,54,26,75,5,85,4,35,3,132,9
99,8,7,89,19,0,13,6,52,29,5,202,19,13,29,3,5,0,13,0,20,4
100,19,18,416,44,7,34,17,188,108,10,1445,47,33,77,3,154,4,24,2,86,5
101,17,16,322,32,11,28,15,138,75,9,760,54,16,65,4,71,5,38,0,57,2
102,20,19,720,43,12,37,18,209,130,13,3124,99,63,155,7,298,4,55,0,127,6
103,20,19,774,39,13,34,18,195,135,12,1132,106,12,113,5,80,0,24,1,73,4
104,18,17,277,40,7,31,16,163,86,11,1938,41,49,87,3,275,3,22,3,92,8
105,46,45,782,120,12,88,44,452,230,15,3124,51,126,170,7,174,1,73,0,173,9
106,46,45,2155,110,21,87,44,570,363,11,2661,104,34,130,6,156,2,49,4,199,10
107,31,30,834,77,8,56,29,267,147,10,1803,61,39,95,5,127,3,54,1,106,8
108,57,56,2336,143,23,110,55,630,346,11,2586,105,24,122,7,157,8,83,1,225,13
109,29,28,1240,55,22,50,27,328,222,12,1535,53,22,69,6,111,4,76,3,162,7
110,19,18,388,48,2,33,17,179,101,8,879,46,23,64,4,54,2,29,0,57,10
111,7,6,86,15,0,10,5,50,29,6,249,22,11,30,3,45,0,4,1,23,3
112,5,4,59,3,4,4,3,11,13,5,71,17,1,16,2,0,0,2,0,6,2
113,38,37,1110,79,23,66,36,333,179,13,4262,101,41,133,8,298,4,88,3,280,7
114,25,24,553,54,14,45,23,227,124,11,2086,102,50,144,7,127,4,39,0,105,2
115,12,11,181,28,2,20,10,97,59,6,363,15,16,29,2,16,2,18,0,41,5
116,38,37,870,95,13,72,36,352,185,10,1812,46,38,78,5,71,3,68,0,128,10
117,18,17,404,35,11,30,16,184,123,11,2695,69,48,112,5,328,3,23,0,112,5
118,32,31,872,75,14,59,30,276,149,10,1106,45,19,58,4,96,4,57,3,101,6
119,60,59,2428,145,29,116,58,621,351,13,5214,153,58,202,9,262,4,55,1,262,6
120,21,20,461,55,3,39,19,197,111,8,1743,41,47,81,6,185,1,19,0,91,5
121,48,47,837,123,13,90,46,470,239,11,1689,48,59,102,3,145,5,38,3,141,5
122,17,16,294,43,3,31,15,143,81,11,978,30,21,46,3,90,1,19,1,55,4
123,70,69,2195,168,32,132,68,825,491,11,3136,59,37,92,4,229,6,72,3,180,7
124,50,49,1936,124,18,94,48,520,293,11,2102,61,39,95,4,115,3,40,1,143,7
125,9,8,159,10,10,13,7,50,34,6,236,34,9,39,3,17,1,10,0,27,2
126,28,27,943,59,16,49,26,252,150,11,1422,68,31,94,5,135,3,46,2,100,8
127,19,18,648,39,10,32,17,178,113,10,1824,71,31,97,5,204,2,19,0,77,7
128,22,21,601,45,11,36,20,178,96,9,1214,88,28,109,7,94,1,55,1,109,3
129,31,30,703,71,16,58,29,299,158,11,2736,67,61,123,4,224,3,23,0,94,9
130,30,29,658,69,13,54,28,277,148,12,2116,81,41,117,5,120,3,40,1,129,10
131,19,18,344,40,8,31,17,146,85,12,2339,77,56,126,6,191,4,65,0,126,4
132,30,29,513,74,7,53,28,267,140,15,3690,86,121,202,5,260,5,90,0,221,6
133,33,32,961,80,14,63,31,320,177,9,1530,89,37,118,7,171,2,27,0,82,5
134,15,14,411,28,9,24,13,124,73,11,735,66,9,71,4,41,2,12,0,57,3
135,43,42,972,104,17,80,41,417,221,12,2717,75,83,152,6,186,1,42,2,127,5
136,3,2,20,4,0,3,1,8,7,3,23,11,0,10,1,2,0,0,0,1,1
137,25,24,671,63,6,46,23,238,138,10,2249,95,21,110,6,121,1,29,0,99,7
138,13,12,274,26,7,22,11,113,78,9,952,36,19,51,4,119,1,17,0,50,4
139,34,33,1225,83,10,61,32,397,251,11,1770,57,21,74,4,170,3,15,1,90,9
140,42,41,1328,95,24,79,40,425,227,12,1635,85,41,121,5,95,7,55,0,217,3
141,11,10,171,18,8,17,9,71,43,8,521,44,20,59,4,40,1,18,1,63,1
142,10,9,213,20,5,17,8,82,57,7,426,44,11,52,3,45,1,9,0,27,5
143,54,53,1649,130,24,102,52,555,302,12,1394,35,34,64,2,133,5,44,4,152,9
144,17,16,279,36,6,27,15,125,72,9,549,14,13,24,3,71,4,25,0,58,4
145,7,6,72,8,4,7,5,31,21,6,228,18,3,18,3,29,4,1,0,46,4
146,28,27,1023,64,14,52,26,288,159,13,6025,142,82,216,8,298,8,63,0,276,4
147,22,21,505,56,5,41,20,217,119,12,4123,110,83,185,7,404,0,32,0,96,9
148,47,46,1759,103,30,88,45,554,342,11,1217,39,27,62,3,72,3,51,5,166,7
149,53,52,1306,136,17,102,51,578,325,11,3479,90,79,161,7,140,1,58,1,161,6
150,9,8,149,16,7,16,7,66,39,8,576,50,17,63,4,55,1,14,0,32,3
151,16,15,198,42,0,28,14,133,69,8,744,34,25,55,4,99,0,16,0,41,4
152,24,23,523,50,12,40,22,218,115,13,1383,38,19,54,3,117,6,29,4,151,4
153,25,24,694,53,15,45,23,234,137,12,900,45,9,52,2,59,4,26,0,77,9
154,19,18,457,39,8,30,17,152,91,9,838,54,27,76,5,50,1,21,0,57,12
155,12,11,226,24,7,21,10,95,55,6,366,35,6,37,4,16,1,11,1,36,5
156,13,12,264,25,8,22,11,108,72,8,1273,69,17,81,5,71,3,45,1,117,2
157,26,25,1082,58,14,48,24,264,181,12,1552,76,18,90,4,110,4,42,0,120,13
158,20,19,648,41,12,35,18,192,120,8,717,49,14,58,5,45,3,32,0,73,4
159,20,19,492,45,7,34,18,176,103,9,1389,76,30,98,8,95,1,64,2,132,8
160,9,8,120,17,3,13,7,65,42,6,205,21,7,25,2,20,0,5,0,11,2
161,20,19,361,29,24,35,18,149,80,10,922,51,10,57,4,71,5,19,0,73,3
162,63,62,2996,154,30,123,61,692,400,9,1705,76,10,83,3,68,4,39,3,125,14
163,77,76,2508,192,33,150,75,774,418,9,904,70,22,87,5,51,2,24,0,71,10
164,33,32,755,88,5,62,31,316,175,11,1122,34,30,60,3,79,2,23,2,110,8
165,31,30,2443,61,25,56,29,388,275,10,868,81,9,84,6,36,2,46,1,108,14
166,53,52,1644,133,20,102,51,558,312,13,3290,140,59,190,8,134,3,84,1,213,10
167,13,12,220,23,9,21,11,101,60,8,604,36,16,48,3,55,4,17,0,53,5
168,21,20,727,49,9,39,19,208,131,10,741,71,4,70,4,52,1,20,1,69,8
169,9,8,149,15,7,15,7,59,36,6,424,43,19,57,4,41,1,12,1,35,0
170,16,15,283,29,11,26,14,115,66,10,776,49,34,78,4,65,0,23,1,78,5
171,71,70,2850,170,36,137,69,767,430,11,2178,77,27,99,5,50,4,59,2,137,9
172,33,32,895,72,19,60,31,287,157,10,1379,64,25,83,5,117,3,30,2,113,5
173,30,29,1015,43,35,50,28,250,142,9,661,51,7,54,4,33,4,24,0,76,4
174,11,10,174,21,6,18,9,70,41,8,1177,49,7,51,5,96,2,19,0,39,4
175,102,101,4029,212,87,199,100,983,527,11,2118,101,22,116,7,64,3,73,4,166,8
176,33,32,806,72,16,57,31,325,172,12,3468,83,51,127,7,311,6,70,0,204,8
177,25,24,707,56,12,45,23,256,155,9,1653,40,25,60,5,118,6,49,1,110,4
178,24,23,903,57,9,44,22,273,165,10,1749,80,24,97,6,147,2,25,0,110,12
179,18,17,449,36,10,30,16,170,104,11,1898,72,48,115,5,105,0,43,0,73,6
180,21,20,506,44,9,34,19,165,97,10,2361,78,62,132,7,208,4,60,3,137,4
181,32,31,882,79,11,60,30,306,176,9,453,19,7,24,1,27,4,13,1,55,12
182,24,23,818,52,13,43,22,237,146,12,1802,81,36,111,6,173,2,59,2,135,6
183,5,4,52,3,5,5,3,17,13,5,102,10,2,10,1,19,0,3,0,4,1
184,67,66,2031,167,28,130,65,672,369,16,4017,125,80,200,5,197,4,78,0,228,11
185,39,38,941,99,12,74,37,379,199,11,4217,88,96,176,8,416,3,63,1,164,6
186,12,11,185,28,3,21,10,108,67,9,1307,64,46,105,4,152,2,13,0,38,5
187,31,30,893,74,11,56,29,372,228,13,2958,42,43,81,4,237,6,60,1,147,9
188,22,21,629,45,16,41,20,201,121,11,1312,97,30,120,7,92,2,10,0,108,1
189,8,7,126,9,5,8,6,39,29,6,167,22,5,23,4,15,1,10,0,26,3
190,25,24,877,59,11,47,23,256,157,10,2072,114,39,148,5,133,1,32,1,103,6
191,23,22,905,49,13,41,21,248,147,11,1540,135,24,152,7,109,0,36,0,73,4
192,29,28,644,68,14,54,27,279,144,11,1907,111,55,160,6,156,3,82,2,188,12
193,22,21,719,45,13,38,20,192,112,10,841,52,25,72,5,32,2,37,1,67,5
194,20,19,393,44,5,31,18,170,94,11,2413,96,87,177,6,263,3,49,1,105,4
195,10,9,137,20,4,16,8,64,40,7,325,28,6,31,3,25,2,8,0,38,4
196,7,6,83,14,2,11,5,46,27,6,271,32,7,36,3,17,0,8,1,20,3
197,12,11,228,22,7,19,10,83,47,8,925,74,16,82,7,58,4,20,1,90,2
198,26,25,380,50,19,45,24,219,112,12,2716,83,65,142,6,170,5,40,0,144,8
199,18,17,417,41,7,32,16,161,96,9,937,47,11,54,4,103,3,31,1,81,7
200,10,9,208,18,5,15,8,62,39,8,731,58,13,65,6,42,2,32,2,82,3
201,43,42,1592,107,17,83,41,472,284,11,2051,94,40,128,6,149,2,52,1,128,12
202,10,9,176,14,7,13,8,59,39,8,322,28,5,28,4,44,0,19,2,41,2
203,30,29,888,57,26,55,28,266,140,15,3196,182,36,209,9,188,1,34,0,177,4
204,110,109,6637,266,53,211,108,1416,884,13,4194,71,23,89,5,343,12,58,0,316,7
205,27,26,523,68,4,47,25,268,156,10,1155,35,22,54,3,118,1,19,1,68,9
206,22,21,465,49,10,39,20,195,102,11,1980,98,51,142,7,180,1,37,0,111,4
207,3,2,15,2,1,2,1,6,5,3,23,6,2,7,1,2,1,0,0,6,0
208,19,18,359,39,12,34,17,154,87,9,763,39,11,47,3,55,3,20,1,70,1
209,16,15,316,41,2,29,14,146,79,10,1355,101,26,120,6,109,3,47,1,83,5
210,18,17,566,37,9,30,16,164,106,9,579,34,7,38,3,61,2,3,1,49,5
211,20,19,369,47,5,34,18,160,90,13,2132,73,64,132,4,166,3,31,1,139,3
212,23,22,620,54,8,41,21,223,132,12,2307,56,35,88,3,182,3,34,1,99,9
213,31,30,1447,65,20,56,29,342,214,14,1976,101,40,134,6,95,3,52,0,152,11
214,20,19,399,47,8,37,18,166,91,10,1124,74,15,84,4,86,3,33,1,52,5
215,24,23,668,58,6,42,22,219,122,11,4355,99,80,171,8,392,4,76,1,145,7
216,15,14,269,32,7,26,13,117,63,10,1150,62,28,85,5,78,0,18,0,59,4
217,9,8,101,21,1,15,7,65,35,7,461,24,24,44,4,72,0,10,0,36,2
218,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
219,43,42,1348,108,14,81,41,446,250,13,3480,77,41,113,4,139,4,55,2,157,8
220,58,57,1771,162,6,112,56,575,305,10,1440,72,56,120,7,60,0,69,0,99,9
221,33,32,660,65,22,56,31,285,153,13,4292,101,109,204,6,507,0,48,1,137,9
222,24,23,988,48,19,45,22,293,209,10,1390,38,32,66,3,94,1,41,1,90,2
223,168,167,4650,438,59,331,166,1674,849,13,7618,135,172,299,8,318,7,71,4,324,11
224,24,23,671,51,13,42,22,214,119,10,1387,69,30,94,4,106,5,43,2,104,4
225,13,12,231,25,6,20,11,94,53,10,846,61,16,72,5,56,0,20,1,61,3
226,11,10,170,23,4,18,9,93,57,8,675,36,24,54,5,72,1,17,0,52,2
227,17,16,346,34,9,28,15,138,78,11,2934,124,63,179,7,242,4,23,0,128,4
228,9,8,199,18,4,15,7,74,52,6,342,28,7,32,3,49,0,3,0,16,5
229,101,100,3979,261,34,196,99,1042,571,16,5817,110,78,182,6,404,9,87,0,230,10
230,28,27,580,66,11,51,26,248,133,11,2714,53,42,90,4,218,8,54,0,122,4
231,30,29,1119,62,21,55,28,298,170,13,2161,114,46,154,6,148,3,75,1,160,5
232,20,19,646,42,12,36,18,191,120,9,1031,73,28,94,6,91,0,30,0,63,4
233,54,53,1716,128,28,104,52,536,284,11,2679,85,50,128,7,128,1,65,2,175,11
234,16,15,524,31,12,29,14,146,90,10,1303,123,23,140,6,97,2,21,0,77,4
235,7,6,106,14,2,11,5,44,28,5,278,37,5,38,4,40,0,5,0,28,3
236,23,22,667,52,8,39,21,214,117,9,499,24,12,32,4,35,3,48,1,110,7
237,17,16,389,32,10,27,15,122,73,10,669,41,18,54,4,31,3,32,0,65,6
238,36,35,946,93,8,67,34,398,206,14,6725,77,130,199,8,546,2,56,0,197,4
239,2,1,9,2,0,2,0,3,4,2,6,5,0,5,0,0,0,0,0,0,0
240,26,25,709,57,12,45,24,224,128,14,2589,86,52,131,7,245,10,98,0,283,6
241,11,10,115,22,4,17,9,67,36,10,1058,83,32,109,5,105,2,18,1,71,2
242,36,35,871,89,13,68,34,354,188,14,5704,209,129,328,10,423,3,99,1,260,6
243,39,38,1117,87,24,74,37,356,191,10,2166,76,33,104,5,114,7,42,1,160,5
244,38,37,1943,76,28,68,36,403,263,11,2478,86,11,92,5,235,3,59,1,163,14
245,17,16,219,41,4,30,15,130,68,11,1067,41,46,82,5,111,2,21,0,68,3
246,99,98,8365,234,56,192,97,1415,938,15,5673,152,41,188,5,376,6,58,3,429,16
247,13,12,156,31,1,21,11,99,53,7,488,37,17,50,4,47,1,22,0,42,8
248,14,13,254,31,4,23,12,127,77,8,520,34,18,48,4,35,2,24,0,47,5
249,22,21,481,53,5,38,20,187,101,11,848,43,13,53,3,81,4,34,3,113,6
250,25,24,683,56,14,47,23,216,117,14,3010,84,62,140,6,273,4,42,1,133,7
251,29,28,740,65,15,53,27,258,145,8,959,66,21,79,7,46,0,29,0,70,5
252,60,59,1973,154,20,116,58,637,345,11,2815,33,39,68,4,220,6,56,2,189,20
253,16,15,222,35,6,27,14,127,67,10,1124,61,34,92,3,89,3,22,0,62,4
254,30,29,843,68,14,54,28,269,147,12,2306,54,40,88,5,143,5,55,2,160,5
255,8,7,118,15,3,12,6,52,30,7,345,30,10,36,4,48,1,6,0,25,3
256,16,15,362,28,12,26,14,127,81,12,1225,66,33,94,4,128,4,31,0,69,2
257,42,41,1275,97,22,79,40,389,210,13,2450,95,25,114,6,128,6,44,1,146,7
258,15,14,363,33,6,26,13,138,86,11,1293,64,20,79,5,104,5,28,1,95,6
259,46,45,2093,99,29,84,44,574,378,13,3511,83,79,154,7,199,7,76,0,191,7
260,28,27,575,70,7,51,26,256,143,10,1264,29,31,56,3,84,2,24,3,91,6
261,17,16,510,41,4,30,15,163,103,10,2120,71,58,123,6,227,0,20,0,69,9
262,15,14,280,29,9,25,13,109,61,12,2076,133,31,157,7,132,1,33,0,103,4
263,5,4,47,10,0,7,3,26,16,5,101,14,4,16,1,15,0,1,0,3,2
264,7,6,98,14,2,11,5,46,29,5,171,20,9,26,3,7,1,18,0,22,3
265,83,82,3284,211,30,160,81,911,524,13,4290,131,70,194,6,269,7,61,3,402,9
266,5,4,51,10,0,7,3,26,17,5,107,15,4,17,1,17,0,1,0,3,2
267,13,12,297,23,9,21,11,101,62,8,464,30,5,32,3,63,2,24,1,38,4
268,29,28,642,61,20,54,27,257,135,9,1725,77,40,112,5,159,4,31,0,110,5
269,31,30,472,69,17,57,29,278,142,13,1575,41,44,82,3,108,3,33,2,94,6
270,15,14,234,35,3,25,13,135,73,10,1485,72,42,108,6,145,3,32,0,91,2
271,80,79,2655,213,22,157,78,796,421,10,1620,52,58,102,6,102,2,47,2,155,6
272,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
273,15,14,555,25,13,25,13,136,97,9,1390,93,32,117,7,124,0,32,2,66,5
274,7,6,132,9,7,11,5,41,27,5,183,21,2,20,3,20,1,4,0,17,1
275,63,62,1452,166,17,122,61,622,334,11,1947,37,53,86,3,73,6,47,1,142,11
276,31,30,662,73,13,57,29,291,157,8,702,37,16,50,3,51,5,21,1,78,3
277,26,25,701,61,9,46,24,268,163,13,1659,46,17,59,3,161,6,21,1,135,10
278,6,5,87,9,4,9,4,35,21,6,238,34,8,39,3,24,2,10,0,29,2
279,116,115,3042,318,24,228,114,1184,618,10,2154,59,50,106,2,87,3,44,4,162,20
280,21,20,441,46,10,37,19,184,100,12,2001,58,37,90,5,160,3,49,0,120,7
281,28,27,978,57,21,52,26,274,162,8,648,44,18,57,4,24,4,33,0,92,5
282,27,26,791,68,6,49,25,269,153,12,2479,125,37,155,7,125,4,72,1,209,4
283,21,20,663,43,13,37,19,180,111,13,2458,99,40,132,6,269,3,77,1,134,8
284,18,17,261,40,7,31,16,154,81,11,1780,87,66,145,7,143,3,41,0,113,3
285,13,12,163,31,3,23,11,103,55,8,419,30,11,39,2,46,4,15,0,31,6
286,24,23,494,54,11,43,22,213,115,8,987,53,21,70,4,64,2,15,0,69,4
287,13,12,166,34,0,23,11,101,53,10,1718,48,62,105,5,233,2,20,0,101,6
288,21,20,582,46,11,38,19,208,124,13,1963,65,53,113,4,93,2,51,1,116,7
289,29,28,669,70,8,51,27,273,144,12,3813,85,110,185,10,282,4,67,0,159,6
290,11,10,232,21,6,18,9,101,70,6,345,31,10,37,2,38,0,4,0,22,6
291,30,29,612,76,7,55,28,296,168,10,2221,48,74,116,6,180,2,60,0,140,7
292,28,27,828,58,19,51,26,260,144,11,2278,116,43,150,8,157,7,84,2,208,5
293,23,22,497,48,16,43,21,195,106,10,1120,51,17,64,4,78,2,15,0,65,3
294,16,15,318,26,14,26,14,123,67,9,983,61,24,80,5,70,5,29,0,93,2
295,4,3,26,4,1,3,2,12,10,4,42,14,2,14,2,5,0,0,0,3,2
296,18,17,245,38,8,30,16,146,77,9,722,30,18,46,2,69,7,24,0,67,3
297,22,21,464,50,10,40,20,214,123,11,807,22,24,43,2,47,3,35,2,74,7
298,84,83,2641,200,47,165,82,860,467,12,2331,89,22,104,4,174,6,65,2,199,11
299,2,1,9,2,0,2,0,3,4,2,6,5,0,5,0,0,0,0,0,0,0
300,14,13,320,32,4,24,12,125,77,10,1177,43,22,60,5,159,0,29,1,53,4
301,14,13,218,28,7,23,12,102,59,8,1134,46,39,79,5,124,2,15,0,60,3
302,11,10,246,21,7,19,9,93,61,7,500,44,10,50,4,56,0,8,0,28,2
303,25,24,358,56,12,45,23,222,116,13,1529,49,51,94,5,138,5,75,1,155,10
304,30,29,627,79,4,55,28,280,150,9,903,37,30,63,4,60,4,32,1,89,11
305,21,20,543,51,5,37,19,224,138,9,957,42,23,61,4,117,0,8,0,50,7
306,32,31,811,70,17,57,30,283,163,11,1526,41,26,64,3,125,4,32,1,125,6
307,31,30,859,65,21,57,29,278,151,9,776,51,16,64,3,55,4,29,0,79,5
308,18,17,336,42,7,33,16,148,81,13,1501,77,41,112,5,131,2,21,0,87,6
309,2,1,9,2,0,2,0,3,4,2,6,5,0,5,0,0,0,0,0,0,0
310,31,30,709,76,9,56,29,297,159,9,1146,35,39,70,3,30,4,50,1,113,6
